ID_Pelanggan,Nama_Pelanggan,Alamat,Kota,Provinsi,Daya_Listrik,Meter_Awal,Meter_Akhir,Pemakaian_kWh,Tarif_per_kWh,Total_Tagihan,Bulan,Tahun,Status_Pembayaran,Tanggal_Tagihan,Tanggal_Pembayaran,Tanggal_Jatuh_Tempo,Denda,Total_Bayar,Metode_Pembayaran,Tarif_Key
PLN104469,Rudi Kusuma,Jl. Raya Makassar No.887,Makassar,Sulawesi Selatan,900 VA (subsidi),252202,252328,126,605.0,76230,January,2024,Lunas,2024-01-01,2024-02-04 00:00:00,2024-01-21,5000,81230,Alfamart,900_subsidi
PLN104470,Siti Kurniawan,Jl. Raya Gianyar No.713,Gianyar,Bali,1300 VA,40332,40690,358,1444.7,517203,April,2025,Lunas,2025-04-01,2025-04-08 00:00:00,2025-04-21,0,517203,Mobile Banking,1300
PLN104471,Wahyu Kurniawan,Jl. Raya Denpasar No.621,Denpasar,Bali,1300 VA,143978,144326,348,1444.7,502756,May,2024,Lunas,2024-05-12,2024-05-18 00:00:00,2024-06-01,0,502756,E-Wallet,1300
PLN104472,Rina Saputra,Jl. Raya Parepare No.667,Parepare,Sulawesi Selatan,1300 VA,463741,464233,492,1444.7,710792,August,2024,Lunas,2024-08-05,2024-08-14 00:00:00,2024-08-25,0,710792,Mobile Banking,1300
PLN104473,Rizky Lestari,Jl. Raya Bekasi No.610,Bekasi,Jawa Barat,900 VA (non-subsidi),373565,373762,197,1352.0,266344,April,2023,Belum Bayar,2023-04-21,BELUM BAYAR,2023-05-11,37288,303632,BELUM BAYAR,900_nonsubsidi
PLN104474,Rizky Setiawan,Jl. Raya Samarinda No.343,Samarinda,Kalimantan Timur,450 VA,394089,394165,76,415.0,31540,September,2024,Lunas,2024-09-07,2024-12-18 00:00:00,2024-09-27,5000,36540,Kartu Kredit,450_subsidi
PLN104475,Hendra Ramadhan,Jl. Raya Sidoarjo No.402,Sidoarjo,Jawa Timur,3500 VA,204021,204974,953,1699.53,1619652,February,2024,Lunas,2024-02-07,2024-02-15 00:00:00,2024-02-27,0,1619652,Indomaret,3500_5500
PLN104476,Wahyu Aminah,Jl. Raya Banda Aceh No.851,Banda Aceh,Aceh,900 VA (non-subsidi),323716,323866,150,1352.0,202800,March,2024,Lunas,2024-03-05,2024-03-07 00:00:00,2024-03-25,0,202800,Kartu Kredit,900_nonsubsidi
PLN104477,Wahyu Saputra,Jl. Raya Pekanbaru No.984,Pekanbaru,Riau,1300 VA,158965,159195,230,1444.7,332281,April,2024,Lunas,2024-04-14,2024-04-30 00:00:00,2024-05-04,0,332281,Mobile Banking,1300
PLN104478,Tono Kusuma,Jl. Raya Binjai No.486,Binjai,Sumatera Utara,900 VA (subsidi),137376,137541,165,605.0,99825,January,2025,Belum Bayar,2025-01-03,BELUM BAYAR,2025-01-23,11979,111804,BELUM BAYAR,900_subsidi
PLN104479,Budi Aminah,Jl. Raya Samarinda No.785,Samarinda,Kalimantan Timur,900 VA (subsidi),14412,14448,36,605.0,21780,January,2025,Belum Bayar,2025-01-10,BELUM BAYAR,2025-01-30,435,22215,BELUM BAYAR,900_subsidi
PLN104480,Siti Lestari,Jl. Raya Tangerang No.336,Tangerang,Banten,900 VA (non-subsidi),106857,107040,183,1352.0,247416,September,2025,Belum Bayar,2025-09-26,BELUM BAYAR,2025-10-16,54431,301847,BELUM BAYAR,900_nonsubsidi
PLN104481,Ayu Gunawan,Jl. Raya Lombok Timur No.849,Lombok Timur,NTB,900 VA (subsidi),329088,329136,48,605.0,29040,October,2025,Belum Bayar,2025-10-08,BELUM BAYAR,2025-10-28,5227,34267,BELUM BAYAR,900_subsidi
PLN104482,Rina Agustina,Jl. Raya Samarinda No.267,Samarinda,Kalimantan Timur,450 VA,493185,493253,68,415.0,28220,March,2024,Belum Bayar,2024-03-10,BELUM BAYAR,2024-03-30,1128,29348,BELUM BAYAR,450_subsidi
PLN104483,Rina Hidayat,Jl. Raya Bekasi No.463,Bekasi,Jawa Barat,900 VA (subsidi),67890,67959,69,605.0,41745,January,2023,Lunas,2023-01-25,2023-04-09 00:00:00,2023-02-14,5000,46745,E-Wallet,900_subsidi
PLN104484,Eka Kurniawan,Jl. Raya Bandar Lampung No.988,Bandar Lampung,Lampung,900 VA (non-subsidi),198202,198355,153,1352.0,206856,March,2024,Lunas,2024-03-22,2024-04-05 00:00:00,2024-04-11,0,206856,ATM Transfer,900_nonsubsidi
PLN104485,Wahyu Hidayat,Jl. Raya Yogyakarta No.15,Yogyakarta,Yogyakarta,900 VA (subsidi),333226,333343,117,605.0,70785,August,2024,Belum Bayar,2024-08-19,BELUM BAYAR,2024-09-08,12741,83526,BELUM BAYAR,900_subsidi
PLN104486,Fitri Wahyuni,Jl. Raya Samarinda No.338,Samarinda,Kalimantan Timur,900 VA (subsidi),493335,493359,24,605.0,14520,August,2024,Lunas,2024-08-21,2024-09-08 00:00:00,2024-09-10,0,14520,ATM Transfer,900_subsidi
PLN104487,Tono Santoso,Jl. Raya Badung No.507,Badung,Bali,3500 VA,459617,460443,826,1699.53,1403812,November,2024,Lunas,2024-11-17,2024-11-17 00:00:00,2024-12-07,0,1403812,Transfer Bank,3500_5500
PLN104488,Fajar Ramadhan,Jl. Raya Yogyakarta No.792,Yogyakarta,Yogyakarta,1300 VA,234763,234976,213,1444.7,307721,November,2023,Lunas,2023-11-27,2024-02-21 00:00:00,2023-12-17,12308,320029,Alfamart,1300
PLN104489,Ayu Gunawan,Jl. Raya Serang No.65,Serang,Banten,3500 VA,361591,362555,964,1699.53,1638347,November,2024,Lunas,2024-11-25,2024-12-03 00:00:00,2024-12-15,0,1638347,Mobile Banking,3500_5500
PLN104490,Budi Wijaya,Jl. Raya Bandar Lampung No.921,Bandar Lampung,Lampung,2200 VA,163613,163913,300,1444.7,433410,December,2025,Lunas,2025-12-11,2026-02-05 00:00:00,2025-12-31,8668,442078,Transfer Bank,2200
PLN104491,Dewi Wahyuni,Jl. Raya Pekanbaru No.840,Pekanbaru,Riau,3500 VA,366596,367414,818,1699.53,1390216,January,2023,Lunas,2023-01-10,2023-01-27 00:00:00,2023-01-30,0,1390216,Kartu Kredit,3500_5500
PLN104492,Yuli Santoso,Jl. Raya Parepare No.411,Parepare,Sulawesi Selatan,900 VA (subsidi),92215,92277,62,605.0,37510,May,2024,Lunas,2024-05-22,2024-06-05 00:00:00,2024-06-11,0,37510,Transfer Bank,900_subsidi
PLN104493,Sari Hidayat,Jl. Raya Samarinda No.199,Samarinda,Kalimantan Timur,1300 VA,179769,179980,211,1444.7,304832,November,2025,Belum Bayar,2025-11-03,BELUM BAYAR,2025-11-23,12193,317025,BELUM BAYAR,1300
PLN104494,Hendra Wijaya,Jl. Raya Kediri No.217,Kediri,Jawa Timur,900 VA (non-subsidi),45893,45985,92,1352.0,124384,July,2025,Lunas,2025-07-28,2025-08-12 00:00:00,2025-08-17,0,124384,Mobile Banking,900_nonsubsidi
PLN104495,Andi Putri,Jl. Raya Sidoarjo No.928,Sidoarjo,Jawa Timur,900 VA (subsidi),223736,223907,171,605.0,103455,August,2023,Lunas,2023-08-13,2023-09-18 00:00:00,2023-09-02,5000,108455,Indomaret,900_subsidi
PLN104496,Rudi Putri,Jl. Raya Serang No.633,Serang,Banten,2200 VA,303058,303609,551,1444.7,796030,October,2025,Lunas,2025-10-24,2025-11-05 00:00:00,2025-11-13,0,796030,Mobile Banking,2200
PLN104497,Andi Saputra,Jl. Raya Bogor No.476,Bogor,Jawa Barat,1300 VA,135895,136074,179,1444.7,258601,December,2023,Lunas,2023-12-05,2023-12-22 00:00:00,2023-12-25,0,258601,Indomaret,1300
PLN104498,Tono Santoso,Jl. Raya Banda Aceh No.105,Banda Aceh,Aceh,900 VA (non-subsidi),335241,335425,184,1352.0,248768,May,2025,Lunas,2025-05-03,2025-05-14 00:00:00,2025-05-23,0,248768,Indomaret,900_nonsubsidi
PLN104499,Yuli Wijaya,Jl. Raya Gianyar No.380,Gianyar,Bali,1300 VA,80292,80342,50,1444.7,72235,January,2024,Lunas,2024-01-11,2024-01-11 00:00:00,2024-01-31,0,72235,E-Wallet,1300
PLN104500,Yuli Pratama,Jl. Raya Denpasar No.229,Denpasar,Bali,2200 VA,179724,179844,120,1444.7,173364,April,2024,Lunas,2024-04-09,2024-06-30 00:00:00,2024-04-29,6934,180298,E-Wallet,2200
PLN104501,Sari Aminah,Jl. Raya Badung No.531,Badung,Bali,6600 VA+,292299,293223,924,1699.53,1570366,December,2023,Lunas,2023-12-03,2023-12-05 00:00:00,2023-12-23,0,1570366,Indomaret,6600_plus
PLN104502,Andi Kurniawan,Jl. Raya Mataram No.462,Mataram,NTB,2200 VA,248447,248544,97,1444.7,140136,April,2025,Lunas,2025-04-15,2025-07-22 00:00:00,2025-05-05,5605,145741,Mobile Banking,2200
PLN104503,Sari Pratama,Jl. Raya Tasikmalaya No.924,Tasikmalaya,Jawa Barat,3500 VA,290988,291212,224,1699.53,380695,September,2024,Lunas,2024-09-08,2024-09-17 00:00:00,2024-09-28,0,380695,Mobile Banking,3500_5500
PLN104504,Eka Hidayat,Jl. Raya Banda Aceh No.985,Banda Aceh,Aceh,900 VA (non-subsidi),482287,482431,144,1352.0,194688,April,2024,Lunas,2024-04-23,2024-06-05 00:00:00,2024-05-13,5000,199688,E-Wallet,900_nonsubsidi
PLN104505,Andi Santoso,Jl. Raya Bogor No.971,Bogor,Jawa Barat,900 VA (subsidi),172600,172707,107,605.0,64735,February,2025,Lunas,2025-02-15,2025-02-24 00:00:00,2025-03-07,0,64735,Alfamart,900_subsidi
PLN104506,Ika Kusuma,Jl. Raya Lombok Timur No.483,Lombok Timur,NTB,450 VA,422822,422893,71,415.0,29465,July,2023,Lunas,2023-07-23,2023-08-09 00:00:00,2023-08-12,0,29465,Kartu Kredit,450_subsidi
PLN104507,Dewi Hidayat,Jl. Raya Makassar No.43,Makassar,Sulawesi Selatan,900 VA (subsidi),484636,484797,161,605.0,97405,June,2024,Lunas,2024-06-26,2024-07-08 00:00:00,2024-07-16,0,97405,E-Wallet,900_subsidi
PLN104508,Agus Kurniawan,Jl. Raya Binjai No.631,Binjai,Sumatera Utara,1300 VA,263094,263433,339,1444.7,489753,March,2024,Lunas,2024-03-14,2024-03-23 00:00:00,2024-04-03,0,489753,Kartu Kredit,1300
PLN104509,Rina Ramadhan,Jl. Raya Gianyar No.520,Gianyar,Bali,3500 VA,211813,212710,897,1699.53,1524478,February,2023,Belum Bayar,2023-02-22,BELUM BAYAR,2023-03-14,91468,1615946,BELUM BAYAR,3500_5500
PLN104510,Dewi Kurniawan,Jl. Raya Binjai No.780,Binjai,Sumatera Utara,900 VA (subsidi),15104,15219,115,605.0,69575,September,2023,Lunas,2023-09-21,2023-10-14 00:00:00,2023-10-11,5000,74575,ATM Transfer,900_subsidi
PLN104511,Dewi Lestari,Jl. Raya Banda Aceh No.151,Banda Aceh,Aceh,1300 VA,40918,41039,121,1444.7,174809,September,2023,Lunas,2023-09-25,2023-11-19 00:00:00,2023-10-15,5000,179809,Indomaret,1300
PLN104512,Wahyu Pratama,Jl. Raya Lombok Timur No.52,Lombok Timur,NTB,900 VA (non-subsidi),472499,472682,183,1352.0,247416,July,2025,Lunas,2025-07-18,2025-07-24 00:00:00,2025-08-07,0,247416,Alfamart,900_nonsubsidi
PLN104513,Rina Wijaya,Jl. Raya Pekanbaru No.142,Pekanbaru,Riau,6600 VA+,79034,80180,1146,1699.53,1947661,February,2024,Lunas,2024-02-17,2024-02-23 00:00:00,2024-03-08,0,1947661,Alfamart,6600_plus
PLN104514,Yuli Gunawan,Jl. Raya Bandar Lampung No.108,Bandar Lampung,Lampung,900 VA (non-subsidi),350360,350423,63,1352.0,85176,January,2023,Belum Bayar,2023-01-25,BELUM BAYAR,2023-02-14,18738,103914,BELUM BAYAR,900_nonsubsidi
PLN104515,Eka Wahyuni,Jl. Raya Badung No.502,Badung,Bali,6600 VA+,292584,293977,1393,1699.53,2367445,June,2023,Belum Bayar,2023-06-14,BELUM BAYAR,2023-07-04,47348,2414793,BELUM BAYAR,6600_plus
PLN104516,Hendra Saputra,Jl. Raya Sidoarjo No.40,Sidoarjo,Jawa Timur,900 VA (non-subsidi),454146,454211,65,1352.0,87880,February,2023,Belum Bayar,2023-02-01,BELUM BAYAR,2023-02-21,19333,107213,BELUM BAYAR,900_nonsubsidi
PLN104517,Wahyu Lestari,Jl. Raya Medan No.82,Medan,Sumatera Utara,2200 VA,430735,430972,237,1444.7,342394,January,2024,Belum Bayar,2024-01-04,BELUM BAYAR,2024-01-24,27391,369785,BELUM BAYAR,2200
PLN104518,Agus Gunawan,Jl. Raya Semarang No.938,Semarang,Jawa Tengah,900 VA (non-subsidi),98254,98394,140,1352.0,189280,May,2024,Lunas,2024-05-07,2024-06-12 00:00:00,2024-05-27,5000,194280,ATM Transfer,900_nonsubsidi
PLN104519,Wahyu Wahyuni,Jl. Raya Gianyar No.757,Gianyar,Bali,1300 VA,43640,43992,352,1444.7,508534,September,2023,Lunas,2023-09-19,2023-09-22 00:00:00,2023-10-09,0,508534,Alfamart,1300
PLN104520,Hendra Lestari,Jl. Raya Banda Aceh No.617,Banda Aceh,Aceh,3500 VA,154077,154507,430,1699.53,730798,April,2024,Lunas,2024-04-13,2024-04-23 00:00:00,2024-05-03,0,730798,Kartu Kredit,3500_5500
PLN104521,Ika Wijaya,Jl. Raya Malang No.588,Malang,Jawa Timur,900 VA (non-subsidi),209534,209624,90,1352.0,121680,February,2024,Lunas,2024-02-26,2024-02-26 00:00:00,2024-03-17,0,121680,Transfer Bank,900_nonsubsidi
PLN104522,Dian Lestari,Jl. Raya Makassar No.775,Makassar,Sulawesi Selatan,900 VA (subsidi),219104,219288,184,605.0,111320,February,2024,Lunas,2024-02-24,2024-03-01 00:00:00,2024-03-15,0,111320,Alfamart,900_subsidi
PLN104523,Rina Hidayat,Jl. Raya Mataram No.671,Mataram,NTB,900 VA (subsidi),66963,67112,149,605.0,90145,August,2025,Lunas,2025-08-07,2025-10-19 00:00:00,2025-08-27,5000,95145,Transfer Bank,900_subsidi
PLN104524,Sari Hidayat,Jl. Raya Jakarta Timur No.824,Jakarta Timur,DKI Jakarta,1300 VA,115962,116573,611,1444.7,882712,February,2023,Lunas,2023-02-12,2023-04-29 00:00:00,2023-03-04,17654,900366,Kartu Kredit,1300
PLN104525,Rudi Gunawan,Jl. Raya Gianyar No.560,Gianyar,Bali,2200 VA,361461,361938,477,1444.7,689122,December,2025,Belum Bayar,2025-12-21,BELUM BAYAR,2026-01-10,124041,813163,BELUM BAYAR,2200
PLN104526,Budi Lestari,Jl. Raya Bandar Lampung No.45,Bandar Lampung,Lampung,900 VA (subsidi),464005,464193,188,605.0,113740,June,2024,Lunas,2024-06-18,2024-06-21 00:00:00,2024-07-08,0,113740,Kartu Kredit,900_subsidi
PLN104527,Hendra Wahyuni,Jl. Raya Tangerang No.735,Tangerang,Banten,900 VA (subsidi),335787,335823,36,605.0,21780,October,2024,Belum Bayar,2024-10-25,BELUM BAYAR,2024-11-14,4791,26571,BELUM BAYAR,900_subsidi
PLN104528,Rina Aminah,Jl. Raya Bekasi No.379,Bekasi,Jawa Barat,900 VA (subsidi),1605,1770,165,605.0,99825,July,2023,Lunas,2023-07-21,2023-08-08 00:00:00,2023-08-10,0,99825,Transfer Bank,900_subsidi
PLN104529,Hendra Lestari,Jl. Raya Serang No.452,Serang,Banten,1300 VA,38721,39013,292,1444.7,421852,December,2024,Belum Bayar,2024-12-05,BELUM BAYAR,2024-12-25,42185,464037,BELUM BAYAR,1300
PLN104530,Rizky Lestari,Jl. Raya Banda Aceh No.268,Banda Aceh,Aceh,1300 VA,137322,137539,217,1444.7,313500,January,2024,Lunas,2024-01-20,2024-02-05 00:00:00,2024-02-09,0,313500,Kartu Kredit,1300
PLN104531,Rizky Wahyuni,Jl. Raya Banda Aceh No.793,Banda Aceh,Aceh,3500 VA,332872,333622,750,1699.53,1274648,November,2025,Lunas,2025-11-27,2025-12-03 00:00:00,2025-12-17,0,1274648,Alfamart,3500_5500
PLN104532,Fajar Santoso,Jl. Raya Jakarta Selatan No.220,Jakarta Selatan,DKI Jakarta,1300 VA,43837,44278,441,1444.7,637113,February,2024,Lunas,2024-02-25,2024-03-13 00:00:00,2024-03-16,0,637113,E-Wallet,1300
PLN104533,Fajar Setiawan,Jl. Raya Parepare No.532,Parepare,Sulawesi Selatan,900 VA (non-subsidi),132975,133125,150,1352.0,202800,April,2023,Lunas,2023-04-15,2023-05-15 00:00:00,2023-05-05,5000,207800,E-Wallet,900_nonsubsidi
PLN104534,Agus Putri,Jl. Raya Banda Aceh No.708,Banda Aceh,Aceh,1300 VA,168300,168468,168,1444.7,242710,June,2024,Lunas,2024-06-01,2024-06-04 00:00:00,2024-06-21,0,242710,Mobile Banking,1300
PLN104535,Hendra Aminah,Jl. Raya Balikpapan No.3,Balikpapan,Kalimantan Timur,450 VA,430703,430785,82,415.0,34030,June,2024,Lunas,2024-06-17,2024-07-21 00:00:00,2024-07-07,5000,39030,Kartu Kredit,450_subsidi
PLN104536,Dewi Kusuma,Jl. Raya Jakarta Barat No.519,Jakarta Barat,DKI Jakarta,3500 VA,380671,381179,508,1699.53,863361,January,2023,Lunas,2023-01-28,2023-02-02 00:00:00,2023-02-17,0,863361,ATM Transfer,3500_5500
PLN104537,Ayu Gunawan,Jl. Raya Tegal No.150,Tegal,Jawa Tengah,900 VA (non-subsidi),41927,42060,133,1352.0,179816,December,2024,Lunas,2024-12-14,2024-12-18 00:00:00,2025-01-03,0,179816,Kartu Kredit,900_nonsubsidi
PLN104538,Ika Saputra,Jl. Raya Balikpapan No.934,Balikpapan,Kalimantan Timur,2200 VA,68485,68739,254,1444.7,366954,January,2024,Lunas,2024-01-22,2024-01-30 00:00:00,2024-02-11,0,366954,Transfer Bank,2200
PLN104539,Rina Kurniawan,Jl. Raya Balikpapan No.99,Balikpapan,Kalimantan Timur,3500 VA,123144,123778,634,1699.53,1077502,August,2024,Lunas,2024-08-17,2024-09-11 00:00:00,2024-09-06,21550,1099052,Alfamart,3500_5500
PLN104540,Hendra Ramadhan,Jl. Raya Denpasar No.954,Denpasar,Bali,1300 VA,65309,65723,414,1444.7,598106,May,2023,Lunas,2023-05-05,2023-08-06 00:00:00,2023-05-25,23924,622030,ATM Transfer,1300
PLN104541,Rizky Aminah,Jl. Raya Pekanbaru No.2,Pekanbaru,Riau,900 VA (subsidi),109487,109544,57,605.0,34485,November,2023,Lunas,2023-11-23,2023-11-26 00:00:00,2023-12-13,0,34485,Indomaret,900_subsidi
PLN104542,Tono Wahyuni,Jl. Raya Bandar Lampung No.378,Bandar Lampung,Lampung,1300 VA,244046,244637,591,1444.7,853818,January,2025,Belum Bayar,2025-01-21,BELUM BAYAR,2025-02-10,51229,905047,BELUM BAYAR,1300
PLN104543,Fitri Saputra,Jl. Raya Tangerang No.398,Tangerang,Banten,1300 VA,127222,127272,50,1444.7,72235,July,2023,Lunas,2023-07-10,2023-07-15 00:00:00,2023-07-30,0,72235,Mobile Banking,1300
PLN104544,Rizky Santoso,Jl. Raya Serang No.679,Serang,Banten,1300 VA,105497,105707,210,1444.7,303387,April,2023,Lunas,2023-04-11,2023-07-14 00:00:00,2023-05-01,12135,315522,E-Wallet,1300
PLN104545,Budi Hidayat,Jl. Raya Serang No.8,Serang,Banten,1300 VA,275743,276098,355,1444.7,512868,June,2024,Lunas,2024-06-06,2024-06-13 00:00:00,2024-06-26,0,512868,Indomaret,1300
PLN104546,Dewi Hidayat,Jl. Raya Banda Aceh No.184,Banda Aceh,Aceh,900 VA (subsidi),97851,98006,155,605.0,93775,September,2025,Lunas,2025-09-16,2025-10-22 00:00:00,2025-10-06,5000,98775,Transfer Bank,900_subsidi
PLN104547,Eka Wahyuni,Jl. Raya Bogor No.759,Bogor,Jawa Barat,1300 VA,439702,439986,284,1444.7,410295,September,2025,Lunas,2025-09-24,2025-10-04 00:00:00,2025-10-14,0,410295,ATM Transfer,1300
PLN104548,Andi Saputra,Jl. Raya Badung No.736,Badung,Bali,6600 VA+,326011,327476,1465,1699.53,2489811,December,2024,Lunas,2024-12-06,2024-12-16 00:00:00,2024-12-26,0,2489811,Mobile Banking,6600_plus
PLN104549,Dewi Aminah,Jl. Raya Balikpapan No.565,Balikpapan,Kalimantan Timur,900 VA (non-subsidi),275841,275985,144,1352.0,194688,May,2024,Lunas,2024-05-25,2024-05-30 00:00:00,2024-06-14,0,194688,Alfamart,900_nonsubsidi
PLN104550,Fajar Santoso,Jl. Raya Yogyakarta No.913,Yogyakarta,Yogyakarta,900 VA (subsidi),488051,488157,106,605.0,64130,May,2023,Lunas,2023-05-21,2023-05-31 00:00:00,2023-06-10,0,64130,E-Wallet,900_subsidi
PLN104551,Sari Kusuma,Jl. Raya Yogyakarta No.150,Yogyakarta,Yogyakarta,450 VA,258136,258237,101,415.0,41915,October,2024,Lunas,2024-10-27,2024-11-03 00:00:00,2024-11-16,0,41915,Transfer Bank,450_subsidi
PLN104552,Rina Hidayat,Jl. Raya Banda Aceh No.141,Banda Aceh,Aceh,2200 VA,115226,115651,425,1444.7,613998,March,2024,Lunas,2024-03-02,2024-03-04 00:00:00,2024-03-22,0,613998,Mobile Banking,2200
PLN104553,Budi Santoso,Jl. Raya Bekasi No.68,Bekasi,Jawa Barat,900 VA (subsidi),162010,162182,172,605.0,104060,August,2024,Lunas,2024-08-27,2024-09-10 00:00:00,2024-09-16,0,104060,Kartu Kredit,900_subsidi
PLN104554,Rina Saputra,Jl. Raya Yogyakarta No.988,Yogyakarta,Yogyakarta,2200 VA,477079,477234,155,1444.7,223928,October,2024,Lunas,2024-10-22,2025-01-12 00:00:00,2024-11-11,8957,232885,Indomaret,2200
PLN104555,Budi Kusuma,Jl. Raya Bandung No.759,Bandung,Jawa Barat,900 VA (non-subsidi),327490,327605,115,1352.0,155480,June,2025,Belum Bayar,2025-06-13,BELUM BAYAR,2025-07-03,24876,180356,BELUM BAYAR,900_nonsubsidi
PLN104556,Yuli Wahyuni,Jl. Raya Serang No.713,Serang,Banten,900 VA (subsidi),311094,311195,101,605.0,61105,February,2025,Lunas,2025-02-22,2025-03-24 00:00:00,2025-03-14,5000,66105,Transfer Bank,900_subsidi
PLN104557,Agus Hidayat,Jl. Raya Kediri No.708,Kediri,Jawa Timur,900 VA (non-subsidi),327343,327402,59,1352.0,79768,July,2024,Lunas,2024-07-20,2024-08-03 00:00:00,2024-08-09,0,79768,Kartu Kredit,900_nonsubsidi
PLN104558,Hendra Pratama,Jl. Raya Tegal No.519,Tegal,Jawa Tengah,450 VA,60270,60340,70,415.0,29050,March,2023,Belum Bayar,2023-03-15,BELUM BAYAR,2023-04-04,5810,34860,BELUM BAYAR,450_subsidi
PLN104559,Rina Agustina,Jl. Raya Gianyar No.972,Gianyar,Bali,2200 VA,24625,24844,219,1444.7,316389,December,2023,Lunas,2023-12-05,2023-12-20 00:00:00,2023-12-25,0,316389,E-Wallet,2200
PLN104560,Budi Ramadhan,Jl. Raya Solo No.980,Solo,Jawa Tengah,1300 VA,340836,341234,398,1444.7,574991,March,2024,Lunas,2024-03-08,2024-03-25 00:00:00,2024-03-28,0,574991,Transfer Bank,1300
PLN104561,Rina Pratama,Jl. Raya Jakarta Pusat No.917,Jakarta Pusat,DKI Jakarta,6600 VA+,213065,213922,857,1699.53,1456497,May,2023,Lunas,2023-05-14,2023-05-29 00:00:00,2023-06-03,0,1456497,ATM Transfer,6600_plus
PLN104562,Rina Gunawan,Jl. Raya Pekanbaru No.41,Pekanbaru,Riau,1300 VA,276770,277327,557,1444.7,804698,August,2023,Belum Bayar,2023-08-20,BELUM BAYAR,2023-09-09,144845,949543,BELUM BAYAR,1300
PLN104563,Ayu Gunawan,Jl. Raya Surabaya No.121,Surabaya,Jawa Timur,900 VA (non-subsidi),68243,68309,66,1352.0,89232,November,2025,Lunas,2025-11-15,2025-11-21 00:00:00,2025-12-05,0,89232,Indomaret,900_nonsubsidi
PLN104564,Sari Hidayat,Jl. Raya Yogyakarta No.11,Yogyakarta,Yogyakarta,900 VA (subsidi),111090,111223,133,605.0,80465,August,2024,Lunas,2024-08-05,2024-08-14 00:00:00,2024-08-25,0,80465,ATM Transfer,900_subsidi
PLN104565,Rizky Saputra,Jl. Raya Serang No.729,Serang,Banten,900 VA (non-subsidi),37108,37275,167,1352.0,225784,February,2024,Belum Bayar,2024-02-15,BELUM BAYAR,2024-03-06,31609,257393,BELUM BAYAR,900_nonsubsidi
PLN104566,Fajar Agustina,Jl. Raya Denpasar No.532,Denpasar,Bali,1300 VA,364491,364705,214,1444.7,309166,November,2024,Lunas,2024-11-21,2024-12-06 00:00:00,2024-12-11,0,309166,Alfamart,1300
PLN104567,Wahyu Kusuma,Jl. Raya Denpasar No.62,Denpasar,Bali,900 VA (subsidi),137375,137546,171,605.0,103455,August,2025,Lunas,2025-08-27,2025-09-01 00:00:00,2025-09-16,0,103455,ATM Transfer,900_subsidi
PLN104568,Rina Gunawan,Jl. Raya Solo No.416,Solo,Jawa Tengah,900 VA (non-subsidi),163251,163297,46,1352.0,62192,April,2023,Lunas,2023-04-10,2023-04-24 00:00:00,2023-04-30,0,62192,Transfer Bank,900_nonsubsidi
PLN104569,Sari Saputra,Jl. Raya Parepare No.70,Parepare,Sulawesi Selatan,1300 VA,231447,231964,517,1444.7,746910,August,2025,Lunas,2025-08-23,2025-09-06 00:00:00,2025-09-12,0,746910,Indomaret,1300
PLN104570,Rina Wahyuni,Jl. Raya Sibolga No.759,Sibolga,Sumatera Utara,900 VA (subsidi),470630,470750,120,605.0,72600,September,2023,Lunas,2023-09-15,2023-12-27 00:00:00,2023-10-05,5000,77600,Kartu Kredit,900_subsidi
PLN104571,Sari Kusuma,Jl. Raya Makassar No.326,Makassar,Sulawesi Selatan,900 VA (non-subsidi),150285,150369,84,1352.0,113568,September,2024,Lunas,2024-09-28,2024-10-08 00:00:00,2024-10-18,0,113568,ATM Transfer,900_nonsubsidi
PLN104572,Eka Hidayat,Jl. Raya Yogyakarta No.653,Yogyakarta,Yogyakarta,2200 VA,411621,411876,255,1444.7,368398,June,2025,Lunas,2025-06-20,2025-07-04 00:00:00,2025-07-10,0,368398,Kartu Kredit,2200
PLN104573,Siti Lestari,Jl. Raya Gianyar No.383,Gianyar,Bali,900 VA (non-subsidi),11164,11332,168,1352.0,227136,February,2024,Lunas,2024-02-01,2024-02-09 00:00:00,2024-02-21,0,227136,Transfer Bank,900_nonsubsidi
PLN104574,Dewi Agustina,Jl. Raya Jakarta Barat No.602,Jakarta Barat,DKI Jakarta,900 VA (subsidi),329307,329391,84,605.0,50820,December,2023,Lunas,2023-12-19,2023-12-23 00:00:00,2024-01-08,0,50820,ATM Transfer,900_subsidi
PLN104575,Siti Hidayat,Jl. Raya Sibolga No.938,Sibolga,Sumatera Utara,1300 VA,440257,440444,187,1444.7,270159,September,2024,Lunas,2024-09-28,2024-10-15 00:00:00,2024-10-18,0,270159,ATM Transfer,1300
PLN104576,Dian Hidayat,Jl. Raya Jakarta Pusat No.316,Jakarta Pusat,DKI Jakarta,3500 VA,229882,230515,633,1699.53,1075802,June,2024,Lunas,2024-06-07,2024-06-11 00:00:00,2024-06-27,0,1075802,E-Wallet,3500_5500
PLN104577,Dewi Santoso,Jl. Raya Jakarta Selatan No.282,Jakarta Selatan,DKI Jakarta,900 VA (subsidi),475177,475226,49,605.0,29645,March,2025,Lunas,2025-03-10,2025-03-15 00:00:00,2025-03-30,0,29645,Indomaret,900_subsidi
